34,settings.base.prepopulate,base,prepopulate,1,In Production, prepopulate = 0 (to save 1x DAL hit every page)
123,settings.auth.create_unknown_locations,auth,create_unknown_locations,True,Uncomment this to enable the creation of new locations if a user logs in from an unknown location. Warning: This may lead to many useless location entries
128,settings.L10n.languages,L10n,languages,OrderedDict([("ar";"العربية");("bs";"Bosanski");("en";"English");("fr";"Français");("de";"Deutsch");("el";"ελληνικά");("es";"Español");("it";"Italiano");("ja";"日本語");("km";"ភាសាខ្មែរ");("ko";"한국어");("mn";"Монголхэл");#Mongolian("ne";"नेपाली");#Nepali("prs";"دری");#Dari("ps";"پښتو");#Pashto("pt";"Português");("pt-br";"Português(Brasil)");("ru";"русский");("tet";"Tetum");("tl";"Tagalog");("tr";"Türkçe");("ur";"اردو");("vi";"TiếngViệt");("zh-cn";"中文(简体)");("zh-tw";"中文(繁體)");]),http://www.loc.gov/standards/iso639-2/php/code_list.php
156,settings.L10n.default_language,L10n,default_language,"en",Default language for Language Toolbar (& GIS Locations in future)
158,settings.L10n.display_toolbar,L10n,display_toolbar,False,Uncomment to Hide the language toolbar
160,settings.L10n.utc_offset,L10n,utc_offset,"+0000",Default timezone for users
162,settings.L10n.date_format,L10n,date_format,"%m-%d-%Y",Uncomment these to use US-style dates in English
163,settings.L10n.time_format,L10n,time_format,"%H:%M:%S",
165,settings.L10n.firstDOW,L10n,firstDOW,0,Start week on Sunday
168,settings.L10n.decimal_separator,L10n,decimal_separator,".",Decimal separator for numbers (defaults to ,)
170,settings.L10n.thousands_separator,L10n,thousands_separator,",",Thousands separator for numbers (defaults to space)
172,settings.L10n.default_country_code,L10n,default_country_code,1,Default Country Code for telephone numbers
174,settings.L10n.mandatory_lastname,L10n,mandatory_lastname,True,Make last name in person/user records mandatory
176,settings.L10n.religions,L10n,religions,{"none": T("none");"christian":T("Christian");"muslim":T("Muslim");"jewish":T("Jewish");"buddhist":T("Buddhist");"hindu":T("Hindu");"bahai":T("Bahai");"other":T("other"),Configure the list of Religions
186,settings.L10n.translate_cms_series,L10n,translate_cms_series,True,Uncomment this to Translate CMS Series Names
188,settings.L10n.translate_gis_layer,L10n,translate_gis_layer,True,Uncomment this to Translate Layer Names
190,settings.L10n.translate_gis_location,L10n,translate_gis_location,True,Uncomment this to Translate Location Names
192,settings.L10n.name_alt_gis_location,L10n,name_alt_gis_location,True,Uncomment this for Alternate Location Names
194,settings.L10n.translate_org_organisation,L10n,translate_org_organisation,True,Uncomment this to Translate Organisation Names/Acronyms
197,settings.fin.currencies,fin,currencies,{"EUR":T("Euros");"GBP":T("GreatBritishPounds");"USD":T("UnitedStatesDollars");},Finance settings
202,settings.fin.currency_default,fin,currency_default,"USD",
203,settings.fin.currency_writable,fin,currency_writable,False # False currently breaks things,
207,settings.base.paper_size,base,paper_size,T("Letter"),Default page size for reports (defaults to A4)
209,settings.ui.pdf_logo,ui,pdf_logo,"static/img/mylogo.png",Location of Logo used in pdfs headers
215,settings.gis.map_height,gis,map_height,600,NB API can override this in specific modules
216,settings.gis.map_width,gis,map_width,1000,
220,settings.gis.countries,gis,countries,("US",),e.g. Activities filtered to those of parent Project
222,settings.gis.geocode_imported_addresses,gis,geocode_imported_addresses,"google",Uncomment to pass Addresses imported from CSV to a Geocoder to try and automate Lat/Lon
224,settings.gis.map_selector,gis,map_selector,False,Hide the Map-based selection tool in the Location Selector
226,settings.gis.latlon_selector,gis,latlon_selector,True,Show LatLon boxes in the Location Selector
228,settings.gis.building_name,gis,building_name,False,Use Building Names as a separate field in Street Addresses?
230,settings.gis.cluster_fill,gis,cluster_fill,"8087ff",Use a non-default fillColor for Clustered points
232,settings.gis.cluster_label,gis,cluster_label,False,Disable the label for clustered points
234,settings.gis.cluster_stroke,gis,cluster_stroke,"2b2f76",Use a non-default strokeColor for Clustered points
236,settings.gis.select_fill,gis,select_fill,"ffdc33",Use a non-default fillColor for Selected points
238,settings.gis.select_stroke,gis,select_stroke,"ff9933",Use a non-default strokeColor for Selected points
242,settings.gis.display_L0,gis,display_L0,True,Uncomment to fall back to country LatLon to show resources, if nothing better available
244,settings.gis.display_L1,gis,display_L1,False,Currently unused
246,settings.gis.lookup_code,gis,lookup_code,"PCode",Uncomment this to do deduplicate lookups on Imports via PCode (as alternative to Name)
249,settings.gis.menu,gis,menu,"Maps",and a menu to select among them is wanted.
252,settings.gis.marker_max_height,gis,marker_max_height,35,(takes effect only on display)
253,settings.gis.marker_max_width,gis,marker_max_width,30,
258,settings.gis.duplicate_features,gis,duplicate_features,True,lon>0 have a duplicate at lon-360
260,settings.gis.layer_metadata,gis,layer_metadata,True,Uncomment to use CMS to provide Metadata on Map Layers
262,settings.gis.clear_layers,gis,clear_layers,True,Uncomment to show Clear Layers tool
264,settings.gis.geolocate_control,gis,geolocate_control,False,Uncomment to hide the Geolocation control
266,settings.gis.getfeature_control,gis,getfeature_control,False,Uncomment to hide the WMS GetFeatureInfo control
268,settings.gis.layer_properties,gis,layer_properties,False,Uncomment to hide Layer Properties tool
270,settings.gis.layer_tree_base,gis,layer_tree_base,False,Uncomment to hide the Base Layers folder in the LayerTree
272,settings.gis.layer_tree_overlays,gis,layer_tree_overlays,False,Uncomment to hide the Overlays folder in the LayerTree
274,settings.gis.label_overlays,gis,label_overlays,"Overlays",Uncomment to change the label of the Overlays folder in the LayerTree
276,settings.gis.layer_tree_expanded,gis,layer_tree_expanded,False,Uncomment to not expand the folders in the LayerTree by default
278,settings.gis.layer_tree_radio,gis,layer_tree_radio,True,Uncomment to have custom folders in the LayerTree use Radio Buttons
280,settings.gis.legend,gis,legend,"float",Uncomment to display the Map Legend as a floating DIV
282,settings.gis.location_represent_address_only,gis,location_represent_address_only,True,Uncomment to prevent showing LatLon in Location Represents
284,settings.gis.mouse_position,gis,mouse_position,"mgrs",Mouse Position: 'normal', 'mgrs' or None
286,settings.gis.nav_controls,gis,nav_controls,True,Uncomment to show the Navigation controls on the toolbar
288,settings.gis.overview,gis,overview,False,Uncomment to hide the Overview map
290,settings.gis.permalink,gis,permalink,False,Uncomment to hide the permalink control
292,settings.gis.poi_create_resources,gis,poi_create_resources,None,Resources which can be directly added to the main map
293,settings.gis.poi_create_resources,gis,poi_create_resources,[{"c":"event", "f":"incident_report", "table": "gis_poi", label": T("Add Incident Report") ,"tooltip": T("Add Incident Report"), "layer":"Incident Reports", "location": "popup"}],
295,settings.gis.poi_export_resources,gis,poi_export_resources,["cr_shelter", "hms_hospital", "org_office"],PoIs to export in KML/OSM feeds from Admin locations
298,settings.gis.print_button,gis,print_button,True,http://eden.sahanafoundation.org/wiki/UserGuidelines/Admin/MapPrinting
300,settings.gis.config_screenshot,gis,config_screenshot,(820, 410),Uncomment to save a screenshot whenever a saved map is saved
302,settings.gis.save,gis,save,False,Uncomment to hide the Save control, or set to "float"
304,settings.gis.scaleline,gis,scaleline,False,Uncomment to hide the ScaleLine control
306,settings.gis.search_geonames,gis,search_geonames,False,Uncomment to hide the GeoNames search box
308,settings.gis.simplify_tolerance,gis,simplify_tolerance,0.001,Uncomment to modify the Simplify Tolerance
310,settings.gis.toolbar,gis,toolbar,False,Uncomment to Hide the Toolbar from the main Map
312,settings.gis.widget_catalogue_layers,gis,widget_catalogue_layers,True,Uncomment to show Catalogue Layers in Map Widgets (e.g. Profile & Summary pages)
315,settings.gis.widget_wms_browser,gis,widget_wms_browser,True,- NB This also requires the active gis_config to have one configured
317,settings.gis.zoomcontrol,gis,zoomcontrol,False,Uncomment to hide the Zoom control
319,settings.gis.popup_location_link,gis,popup_location_link,True,Uncomment to open Location represent links in a Popup Window
321,settings.gis.geonames_username,gis,geonames_username,"eden_test",GeoNames username
325,settings.msg.parser,msg,parser,"mytemplatefolder",If you wish to use a parser.py in another folder than "default"
327,settings.msg.require_international_phone_numbers,msg,require_international_phone_numbers,False,Uncomment to turn off enforcement of E.123 international phone number notation
329,settings.msg.basestation_code_unique,msg,basestation_code_unique,True,Uncomment to make basestation codes unique
332,settings.security.archive_not_delete,security,archive_not_delete,False,Use 'soft' deletes
347,settings.security.policy,security,policy,7 # Organisation-ACLs,
352,settings.security.strict_ownership,security,strict_ownership,False,False = owned by any authenticated user
357,settings.security.audit_read,security,audit_read,True,NB Auditing (especially Reads) slows system down & consumes diskspace
358,settings.security.audit_write,security,audit_write,True,
361,settings.security.map,security,map,True,Lock-down access to Map Editing
364,settings.gis.edit_Lx,gis,edit_Lx,False,(Permissions can be set per-country within a gis_config)
366,settings.gis.edit_GR,gis,edit_GR,True,Allow non-MapAdmins to edit group locations? Defaults to False if not set.
370,settings.gis.check_within_parent_boundaries,gis,check_within_parent_boundaries,False,Uncomment to disable that LatLons are within boundaries of their parent
372,settings.gis.postcode_selector,gis,postcode_selector,False,Uncomment to Disable the Postcode selector in the LocationSelector
375,settings.ui.autocomplete_delay,ui,autocomplete_delay,800,Increase these if having scalability issues or slow connections
376,settings.ui.autocomplete_min_chars,ui,autocomplete_min_chars,2,
377,settings.ui.filter_auto_submit,ui,filter_auto_submit,800,
378,settings.ui.report_auto_submit,ui,report_auto_submit,800,
380,settings.ui.cluster,ui,cluster,True,Enable this for a UN-style deployment
382,settings.ui.camp,ui,camp,True,Enable this to use the label 'Camp' instead of 'Shelter'
384,settings.ui.iframe_opens_full,ui,iframe_opens_full,True,Enable this to have Open links in IFrames open a full page in a new tab
386,settings.ui.label_attachments,ui,label_attachments,"Attachments",Enable this to change the label for 'Attachments' tabs
391,settings.ui.label_mobile_phone,ui,label_mobile_phone,"Cell Phone",Enable this to change the label for 'Mobile Phone'
393,settings.ui.label_postcode,ui,label_postcode,"ZIP Code",Enable this to change the label for 'Postcode'
395,settings.ui.social_buttons,ui,social_buttons,True,Enable Social Media share buttons
397,settings.ui.hide_report_options,ui,hide_report_options,False,Enable this to show pivot table options form by default
399,settings.ui.auth_user_represent,ui,auth_user_represent,"name",Uncomment to show created_by/modified_by using Names not Emails
402,settings.ui.datatables_dom,ui,datatables_dom,"fril<'dataTable_table't>pi",Default:
404,settings.ui.datatables_dom,ui,datatables_dom,"<'row'<'large-6 columns'l><'large-6 columns'f>r>t<'row'<'large-6 columns'i><'large-6 columns'p>>",dataTables.Foundation.js would set to this:
406,settings.ui.datatables_initComplete,ui,datatables_initComplete,'''$('.dataTables_paginate').after($('.dt-export-options'))''',Move the export_formats after the pagination control
408,settings.ui.datatables_pagingType,ui,datatables_pagingType,"bootstrap",Uncomment for dataTables to use a different paging style:
410,settings.ui.export_formats,ui,export_formats,("kml", "pdf", "rss", "xls", "xml"),Uncomment to restrict the export formats available
412,settings.ui.filter_clear,ui,filter_clear,"Clear",Uncomment to change the label/class of FilterForm clear buttons
414,settings.ui.interim_save,ui,interim_save,True,Uncomment to include an Interim Save button on CRUD forms
416,settings.ui.use_button_icons,ui,use_button_icons,True,Uncomment to enable icons on action buttons (requires corresponding CSS)
418,settings.ui.multiselect_widget,ui,multiselect_widget,True,Uncomment to use S3MultiSelectWidget on all dropdowns (currently the Auth Registration page & LocationSelectorWidget2 listen to this)
420,settings.ui.hierarchy_theme,ui,hierarchy_theme,dict(css = "../themes/MYTHEME";icons=True;stripes=False;),Theme for the S3HierarchyWidget
425,settings.ui.default_cancel_button,ui,default_cancel_button,True,Uncomment to show a default cancel button in standalone create/update forms
427,settings.ui.datatables_responsive,ui,datatables_responsive,False,Uncomment to disable responsive behavior of datatables
429,settings.ui.label_permalink,ui,label_permalink,"Permalink",Uncomment to modify the label of the Permalink
434,settings.asset.telephones,asset,telephones,True,Uncomment to have a specific asset type for Telephones
439,settings.cms.hide_index,cms,hide_index,True,Uncomment this to hide CMS from module index pages
441,settings.cms.bookmarks,cms,bookmarks,True,Uncomment to use Bookmarks in Newsfeed
443,settings.cms.filter_open,cms,filter_open,True,Uncomment to use have Filter form in Newsfeed be open by default
445,settings.cms.location_click_filters,cms,location_click_filters,True,Uncomment to adjust filters in Newsfeed when clicking on locations instead of opening the profile page
447,settings.cms.richtext,cms,richtext,True,Uncomment to use Rich Text editor in Newsfeed
449,settings.cms.show_events,cms,show_events,True,Uncomment to show Events in Newsfeed
451,settings.cms.show_attachments,cms,show_attachments,False,Uncomment to hide Attachments in Newsfeed
453,settings.cms.show_links,cms,show_links,True,Uncomment to show Links in Newsfeed
455,settings.cms.show_tags,cms,show_tags,True,Uncomment to show Tags in Newsfeed
457,settings.cms.show_titles,cms,show_titles,True,Uncomment to show post Titles in Newsfeed
459,settings.cms.organisation,cms,organisation,"post_organisation.organisation_id",Uncomment to use organisation_id instead of created_by in Newsfeed
461,settings.cms.organisation_group,cms,organisation_group,"created_by$org_group_id",Uncomment to use org_group_id in Newsfeed
462,settings.cms.organisation_group,cms,organisation_group,"post_organisation_group.group_id",
464,settings.cms.person,cms,person,"person_id",Uncomment to use person_id instead of created_by in Newsfeed
469,settings.cr.shelter_population_dynamic,cr,shelter_population_dynamic,True,Uncomment to use a dynamic population estimation by calculations based on registrations
471,settings.cr.people_registration,cr,people_registration,False,Uncomment to disable people registration in shelters
476,settings.event.types_hierarchical,event,types_hierarchical,True,Make Event Types Hierarchical
478,settings.event.incident_types_hierarchical,event,incident_types_hierarchical,True,Make Incident Types Hierarchical
483,settings.member.cv_tab,member,cv_tab,True,Show a CV tab for Members
488,settings.pr.import_update_requires_email,pr,import_update_requires_email,False,Uncomment to allow person imports to match even without email addresses
490,settings.pr.hide_third_gender,pr,hide_third_gender,False,Uncomment this to enable support for third gender
492,settings.pr.lookup_duplicates,pr,lookup_duplicates,True,Uncomment to a fuzzy search for duplicates in the new AddPersonWidget2
494,settings.pr.request_dob,pr,request_dob,False,Uncomment to hide fields in S3AddPersonWidget[2]
495,settings.pr.request_gender,pr,request_gender,False,
497,settings.pr.request_home_phone,pr,request_home_phone,True,Uncomment to show field in S3AddPersonWidget
499,settings.pr.name_format,pr,name_format,"%(last_name)s, %(first_name)s %(middle_name)s",Uncomment to modify the order of Names
501,settings.pr.select_existing,pr,select_existing,False,Uncomment to prevent selecting existing users in the old S3AddPersonWidget
503,settings.pr.search_shows_hr_details,pr,search_shows_hr_details,False,Uncomment to prevent showing HR details in S3PersonAutocompleteWidget results
505,settings.pr.show_emergency_contacts,pr,show_emergency_contacts,False,Uncomment to hide Emergency Contacts in Person Contacts page
507,settings.pr.use_address,pr,use_address,False,Uncomment to hide the Address tab in person details
509,settings.pr.contacts_tabs,pr,contacts_tabs,("public", "private"),Show separate Public and Private Contacts Tabs
514,settings.org.autocomplete,org,autocomplete,True,Uncomment to use an Autocomplete for Organisation lookup fields
516,settings.org.sector,org,sector,True,Enable the Organisation Sector field
518,settings.org.branches,org,branches,True,Enable the use of Organisation Branches
520,settings.org.branches_tree_view,org,branches_tree_view,True,Show branches as tree rather than as table
522,settings.org.facility_types_hierarchical,org,facility_types_hierarchical,True,Make Facility Types Hierarchical
524,settings.org.groups,org,groups,"Coalition",Enable the use of Organisation Groups & what their name is
525,settings.org.groups,org,groups,"Network",
527,settings.org.organisation_location_context,org,organisation_location_context,"organisation_location.location_id",Organisation Location context
529,settings.org.organisation_types_hierarchical,org,organisation_types_hierarchical,True,Make Organisation Types Hierarchical
531,settings.org.organisation_types_multiple,org,organisation_types_multiple,True,Make Organisation Types Multiple
533,settings.org.regions,org,regions,True,Enable the use of Organisation Regions
535,settings.org.regions_hierarchical,org,regions_hierarchical,True,Make Organisation Regions Hierarchical
537,settings.org.resources_tab,org,resources_tab,True,Uncomment to show a Tab for Organisation Resources
539,settings.org.services_hierarchical,org,services_hierarchical,True,Make Services Hierarchical
541,settings.org.site_code_len,org,site_code_len,3,Set the length of the auto-generated org/site code the default is 10
543,settings.org.site_label,org,site_label,"Facility",Set the label for Sites
545,settings.org.site_last_contacted,org,site_last_contacted,True,Uncomment to show the date when a Site (Facilities-only for now) was last contacted
547,settings.org.site_autocomplete,org,site_autocomplete,True,Uncomment to use an Autocomplete for Site lookup fields
549,settings.org.site_autocomplete_fields,org,site_autocomplete_fields,("instance_type", "location_id$L1", "location_id$addr_street", "organisation_id$name"),Extra fields to search in Autocompletes & display in Representations
551,settings.org.site_inv_req_tabs,org,site_inv_req_tabs,False,Uncomment to hide inv & req tabs from Sites
553,settings.org.site_volunteers,org,site_volunteers,True,Uncomment to allow Sites to be staffed by Volunteers
555,settings.org.summary,org,summary,True,Uncomment to add summary fields for Organisations/Offices for # National/International staff
559,settings.org.dependent_fields,org,dependent_fields,\,empty list => disabled for all (including Admin)
571,settings.org.office_code_unique,org,office_code_unique,True,Uncomment to make Office codes unique
573,settings.org.facility_code_unique,org,facility_code_unique,True,Uncomment to make Facility codes unique
578,settings.hrm.staff_label,hrm,staff_label,"Contacts",Uncomment to change the label for 'Staff'
580,settings.hrm.email_required,hrm,email_required,False,Uncomment to allow Staff & Volunteers to be registered without an email address
582,settings.hrm.org_required,hrm,org_required,False,Uncomment to allow Staff & Volunteers to be registered without an Organisation
584,settings.hrm.multiple_orgs,hrm,multiple_orgs,False,Uncomment to if their are only Staff & Volunteers from a single Organisation with no Branches
586,settings.hrm.compose_button,hrm,compose_button,False,Uncomment to disable the 'Send Message' action button
588,settings.hrm.deletable,hrm,deletable,True,Uncomment to allow HR records to be deletable rather than just marking them as obsolete
590,settings.hrm.filter_certificates,hrm,filter_certificates,True,Uncomment to filter certificates by (root) Organisation & hence not allow Certificates from other orgs to be added to a profile (except by Admin)
592,settings.hrm.multiple_job_titles,hrm,multiple_job_titles,True,Uncomment to allow HRs to have multiple Job Titles
594,settings.hrm.org_dependent_job_titles,hrm,org_dependent_job_titles,True,Uncomment to have each root Org use a different Job Title Catalog
596,settings.hrm.show_staff,hrm,show_staff,False,Uncomment to hide the Staff resource
598,settings.hrm.location_staff,hrm,location_staff,("site_id", "person_id"),Uncomment to have Staff use their Home Address as fallback if they have no Site defined
600,settings.hrm.location_vol,hrm,location_vol,("person_id", "site_id"),Uncomment to have Volunteers use their Site Address as fallback if they have no Home Address defined
602,settings.hrm.site_contact_unique,hrm,site_contact_unique,False,Uncomment this to allow multiple site contacts per site (e.g. if needing a separate contact per sector)
604,settings.hrm.skill_types,hrm,skill_types,True,Uncomment to allow hierarchical categories of Skills, which each need their own set of competency levels.
606,settings.hrm.staff_experience,hrm,staff_experience,False,Uncomment to disable Staff experience
609,settings.hrm.vol_active,hrm,vol_active,True,- can also be made a function which is called to calculate the status based on recorded hours
611,settings.hrm.vol_active_tooltip,hrm,vol_active_tooltip,"A volunteer is defined as active if they've participated in an average of 8 or more hours of Program work or Trainings per month in the last year",Uncomment to define a Tooltip to show when viewing the Volunteer 'active' field
613,settings.hrm.vol_experience,hrm,vol_experience,False,Uncomment to disable Volunteer experience
615,settings.hrm.show_organisation,hrm,show_organisation,True,Uncomment to show the Organisation name in HR represents
617,settings.hrm.cv_tab,hrm,cv_tab,True,Uncomment to consolidate tabs into a single CV
619,settings.hrm.record_tab,hrm,record_tab,"record",Uncomment to consolidate tabs into Staff Record (set to False to hide the tab)
621,settings.hrm.use_awards,hrm,use_awards,False,Uncomment to disable the use of Volunteer Awards
623,settings.hrm.use_certificates,hrm,use_certificates,False,Uncomment to disable the use of HR Certificates
625,settings.hrm.use_code,hrm,use_code,True,Uncomment to enable the use of Staff/Volunteer IDs
627,settings.hrm.use_credentials,hrm,use_credentials,False,Uncomment to disable the use of HR Credentials
629,settings.hrm.use_description,hrm,use_description,False,Uncomment to disable the use of HR Description
631,settings.hrm.use_education,hrm,use_education,True,Uncomment to enable the use of HR Education
633,settings.hrm.use_id,hrm,use_id,False,Uncomment to disable the use of HR ID Tab
635,settings.hrm.use_address,hrm,use_address,False,Uncomment to disable the use of HR Address Tab
637,settings.hrm.use_skills,hrm,use_skills,False,Uncomment to disable the use of HR Skills
639,settings.hrm.salary,hrm,salary,True,Uncomment to enable tracking of staff salaries
641,settings.hrm.teams,hrm,teams,False,Uncomment to disable the use of HR Teams
643,settings.hrm.use_trainings,hrm,use_trainings,False,Uncomment to disable the use of HR Trainings
645,settings.hrm.training_instructors,hrm,training_instructors,"external",Uncomment this to configure tracking of internal/external training instructors
647,settings.hrm.activity_types,hrm,activity_types,{"rdrt": "RDRT Mission"},Uncomment to use activity types in experience record, specify as {"code":"label", ...}
651,settings.inv.collapse_tabs,inv,collapse_tabs,False,Inventory Management
653,settings.inv.facility_label,inv,facility_label,"Facility",Uncomment to customise the label for Facilities in Inventory Management
655,settings.inv.direct_stock_edits,inv,direct_stock_edits,True,Uncomment if you need a simpler (but less accountable) process for managing stock levels
657,settings.inv.org_dependent_warehouse_types,inv,org_dependent_warehouse_types,True,Uncomment to have Warehouse Types be Organisation-dependent
659,settings.inv.stock_count,inv,stock_count,True,Uncomment to call Stock Adjustments, 'Stock Counts'
661,settings.inv.shipment_name,inv,shipment_name,"order",Use the term 'Order' instead of 'Shipment'
663,settings.inv.warehouse_code_unique,inv,warehouse_code_unique,True,Uncomment to validate for Unique Warehouse Codes
665,settings.inv.track_pack_values,inv,track_pack_values,False,Uncomment to not track pack values
666,settings.inv.show_mode_of_transport,inv,show_mode_of_transport,True,
667,settings.inv.send_show_org,inv,send_show_org,False,
668,settings.inv.send_show_time_in,inv,send_show_time_in,True,
669,settings.inv.send_form_name,inv,send_form_name,"Tally Out Sheet",
670,settings.inv.send_short_name,inv,send_short_name,"TO",
671,settings.inv.send_ref_field_name,inv,send_ref_field_name,"Tally Out Number",
672,settings.inv.recv_form_name,inv,recv_form_name,"Acknowledgement Receipt for Donations Received Form",
673,settings.inv.recv_shortname,inv,recv_shortname,"ARDR",
675,settings.inv.shipment_types,inv,shipment_types,{0:T("-");1:T("OtherWarehouse");2:T("Donation");3:T("ForeignDonation");4:T("LocalPurchases");5:T("ConfiscatedGoodsfromBureauOfCustoms"),Types common to both Send and Receive
683,settings.inv.send_types,inv,send_types,{21:T("Distribution"),
686,settings.inv.send_type_default,inv,send_type_default,1,
687,settings.inv.recv_types,inv,recv_types,{32:T("Donation");34:T("Purchase");},
691,settings.inv.item_status,inv,item_status,{0:current.messages["NONE"];1:T("Dump");2:T("Sale");3:T("Reject");4:T("Surplus"),
702,settings.req.inline_forms,req,inline_forms,False,Uncomment to disable Inline Forms in Requests module
704,settings.req.type_inv_label,req,type_inv_label,"Donations",Label for Inventory Requests
706,settings.req.type_hrm_label,req,type_hrm_label,"Volunteers",Label for People Requests
708,settings.req.requester_label,req,requester_label,"Site Contact",Label for Requester
710,settings.req.recurring,req,recurring,False,Uncomment to disable Recurring Request
711,settings.req.requester_optional,req,requester_optional,True,
713,settings.req.requester_is_author,req,requester_is_author,False,Uncomment if the User Account logging the Request is NOT normally the Requester
715,settings.req.requester_from_site,req,requester_from_site,True,Filter Requester as being from the Site
717,settings.req.requester_to_site,req,requester_to_site,True,Set the Requester as being an HR for the Site if no HR record yet & as Site contact if none yet exists
718,settings.req.date_writable,req,date_writable,False,
721,settings.req.status_writable,req,status_writable,False,rather than just automatically from commitments and shipments
722,settings.req.item_quantities_writable,req,item_quantities_writable,True,
723,settings.req.skill_quantities_writable,req,skill_quantities_writable,True,
724,settings.req.show_quantity_transit,req,show_quantity_transit,False,
725,settings.req.multiple_req_items,req,multiple_req_items,False,
726,settings.req.prompt_match,req,prompt_match,False,
727,settings.req.items_ask_purpose,req,items_ask_purpose,False,
729,settings.req.use_commit,req,use_commit,False,Uncomment to disable the Commit step in the workflow & simply move direct to Ship
731,settings.req.commit_value,req,commit_value,True,Uncomment to have Donations include a 'Value' field
733,settings.req.commit_without_request,req,commit_without_request,True,Uncomment to allow Donations to be made without a matching Request
735,settings.req.comittter_is_author,req,comittter_is_author,False,Uncomment if the User Account logging the Commitment is NOT normally the Committer
737,settings.req.ask_security,req,ask_security,True,Should Requests ask whether Security is required?
739,settings.req.ask_transport,req,ask_transport,True,Should Requests ask whether Transportation is required?
740,settings.req.use_req_number,req,use_req_number,False,
741,settings.req.generate_req_number,req,generate_req_number,False,
